epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
113,4267.05,1.23844,0.59459,0.85944,0.97405,0.94705,0.96945,0.59864,1.35025,0.59649,0.85826,0.006304,0.006304,0.006304
114,4304.17,1.23305,0.58071,0.85927,0.95878,0.94324,0.97213,0.59328,1.37621,0.59758,0.86104,0.006271,0.006271,0.006271
115,4341.29,1.21829,0.58536,0.8598,0.96114,0.95056,0.97105,0.59733,1.35645,0.59229,0.85973,0.006238,0.006238,0.006238
116,4380.04,1.22226,0.57283,0.85569,0.96159,0.94533,0.96794,0.59481,1.35096,0.58875,0.86034,0.006205,0.006205,0.006205
117,4416.14,1.22239,0.57784,0.8607,0.97081,0.94999,0.9713,0.59971,1.34846,0.5812,0.85807,0.006172,0.006172,0.006172
118,4452.5,1.23045,0.59155,0.85454,0.96763,0.94147,0.96602,0.58891,1.36518,0.59165,0.86421,0.006139,0.006139,0.006139
119,4488.73,1.20887,0.57341,0.85742,0.96176,0.93837,0.96537,0.59136,1.35615,0.60386,0.85978,0.006106,0.006106,0.006106
120,4525.06,1.20459,0.57871,0.85814,0.96565,0.9424,0.96547,0.59167,1.37067,0.59632,0.86391,0.006073,0.006073,0.006073
121,4561.37,1.21713,0.58393,0.85804,0.97716,0.92833,0.97203,0.59366,1.3488,0.58301,0.85796,0.00604,0.00604,0.00604
122,4597.65,1.20653,0.56904,0.85215,0.97614,0.94284,0.97205,0.59831,1.36375,0.57737,0.85863,0.006007,0.006007,0.006007
123,4633.74,1.19549,0.5724,0.85332,0.94668,0.94859,0.97156,0.59673,1.34609,0.59841,0.85562,0.005974,0.005974,0.005974
124,4669.94,1.19447,0.56617,0.85868,0.96857,0.94744,0.97292,0.59585,1.37026,0.59238,0.86026,0.005941,0.005941,0.005941
125,4706,1.19296,0.56879,0.85286,0.97406,0.93342,0.97008,0.59325,1.3695,0.57824,0.85784,0.005908,0.005908,0.005908
126,4742.1,1.18996,0.57518,0.8583,0.96559,0.94471,0.97018,0.59494,1.35484,0.57621,0.85906,0.005875,0.005875,0.005875
127,4778.47,1.1941,0.57339,0.85339,0.97054,0.94113,0.97058,0.60171,1.37279,0.58689,0.86076,0.005842,0.005842,0.005842
128,4814.86,1.18023,0.57061,0.85072,0.98107,0.93241,0.97155,0.59517,1.36515,0.58616,0.8629,0.005809,0.005809,0.005809
129,4851.1,1.16841,0.55304,0.84998,0.97679,0.9285,0.9711,0.60453,1.34533,0.57678,0.85832,0.005776,0.005776,0.005776
130,4887.58,1.16923,0.56001,0.85122,0.9713,0.94212,0.96862,0.59965,1.35592,0.5925,0.859,0.005743,0.005743,0.005743
131,4923.65,1.17231,0.5766,0.85098,0.97746,0.9513,0.97262,0.60338,1.3347,0.56343,0.85772,0.00571,0.00571,0.00571
132,4959.58,1.14708,0.56536,0.85302,0.95766,0.95957,0.97078,0.60873,1.32675,0.56353,0.85368,0.005677,0.005677,0.005677
133,4996.1,1.16562,0.55845,0.84704,0.9795,0.94797,0.97279,0.60442,1.36363,0.57374,0.86036,0.005644,0.005644,0.005644
134,5032.83,1.16454,0.55101,0.85238,0.96897,0.95784,0.97281,0.60698,1.34658,0.5691,0.85828,0.005611,0.005611,0.005611
135,5069.06,1.15978,0.57308,0.84525,0.97002,0.95184,0.97583,0.612,1.33666,0.56383,0.85906,0.005578,0.005578,0.005578
136,5105.8,1.14705,0.5486,0.84974,0.96567,0.96375,0.976,0.60284,1.33423,0.55903,0.85633,0.005545,0.005545,0.005545
137,5142.3,1.16818,0.56774,0.8555,0.97348,0.95251,0.97621,0.60708,1.33652,0.5538,0.85473,0.005512,0.005512,0.005512
138,5178.61,1.12291,0.54067,0.84675,0.97175,0.9512,0.97505,0.61503,1.30019,0.5536,0.85307,0.005479,0.005479,0.005479
139,5215.71,1.13198,0.54451,0.84503,0.96936,0.95845,0.97484,0.60723,1.33546,0.5544,0.85599,0.005446,0.005446,0.005446
140,5252.38,1.12545,0.54588,0.84647,0.96823,0.95817,0.97718,0.60903,1.34924,0.57039,0.85606,0.005413,0.005413,0.005413
141,5288.98,1.13186,0.54326,0.84377,0.97308,0.95711,0.97456,0.61025,1.33284,0.55816,0.85511,0.00538,0.00538,0.00538
142,5325.48,1.12558,0.53321,0.84902,0.97898,0.94813,0.97047,0.60059,1.32722,0.55926,0.85238,0.005347,0.005347,0.005347
143,5361.92,1.11114,0.53289,0.84419,0.95632,0.95729,0.97224,0.61739,1.31348,0.56634,0.85295,0.005314,0.005314,0.005314
144,5399.11,1.09857,0.53266,0.83879,0.97451,0.94636,0.97211,0.61745,1.29407,0.56517,0.84987,0.005281,0.005281,0.005281
145,5436.14,1.1122,0.52994,0.84791,0.97109,0.95636,0.97432,0.61982,1.29503,0.5575,0.85176,0.005248,0.005248,0.005248
146,5473.02,1.09533,0.51837,0.84167,0.96251,0.95872,0.97113,0.60647,1.34253,0.56965,0.85698,0.005215,0.005215,0.005215
147,5509.65,1.11338,0.52557,0.84598,0.96984,0.95338,0.97145,0.61579,1.30425,0.56076,0.85385,0.005182,0.005182,0.005182
148,5546.3,1.10214,0.52315,0.84587,0.98188,0.94542,0.97172,0.61497,1.30082,0.54818,0.85208,0.005149,0.005149,0.005149
149,5582.74,1.10936,0.52462,0.84683,0.98617,0.9571,0.97825,0.61799,1.31078,0.54754,0.85181,0.005116,0.005116,0.005116
150,5619.37,1.09367,0.5167,0.83988,0.97619,0.95092,0.97275,0.61412,1.30401,0.55711,0.85108,0.005083,0.005083,0.005083
151,5656.16,1.08504,0.51905,0.83711,0.9665,0.9548,0.97255,0.61812,1.31266,0.56401,0.8526,0.00505,0.00505,0.00505
152,5693.32,1.09058,0.52057,0.84259,0.96515,0.95334,0.97346,0.61513,1.31855,0.57688,0.85371,0.005017,0.005017,0.005017
153,5729.91,1.07508,0.51752,0.84152,0.97307,0.95102,0.97466,0.6276,1.29278,0.55796,0.8495,0.004984,0.004984,0.004984
154,5767.1,1.0553,0.50955,0.8345,0.98896,0.93435,0.97449,0.61896,1.30668,0.55479,0.84878,0.004951,0.004951,0.004951
155,5803.47,1.09294,0.53544,0.84233,0.97525,0.95261,0.97166,0.61549,1.31907,0.56035,0.85121,0.004918,0.004918,0.004918
156,5839.99,1.07222,0.51309,0.84078,0.97771,0.95148,0.97267,0.62452,1.30973,0.56242,0.84914,0.004885,0.004885,0.004885
157,5876.36,1.07508,0.51093,0.82934,0.98404,0.94903,0.97479,0.62555,1.29508,0.56152,0.85103,0.004852,0.004852,0.004852
158,5912.8,1.06418,0.51183,0.83762,0.97331,0.94987,0.97344,0.62439,1.30897,0.54524,0.85165,0.004819,0.004819,0.004819
159,5949.24,1.04562,0.50457,0.83448,0.97847,0.95399,0.97357,0.61939,1.29801,0.54303,0.84906,0.004786,0.004786,0.004786
160,5985.59,1.04693,0.5055,0.83769,0.96644,0.96401,0.97305,0.6253,1.29208,0.54797,0.849,0.004753,0.004753,0.004753
161,6022.14,1.05339,0.51684,0.83924,0.97282,0.95256,0.97201,0.6261,1.2978,0.55241,0.85096,0.00472,0.00472,0.00472
162,6058.6,1.06441,0.51159,0.83855,0.97721,0.94636,0.97174,0.6227,1.28668,0.5439,0.84975,0.004687,0.004687,0.004687
163,6095.42,1.04973,0.50288,0.83117,0.97188,0.94502,0.97448,0.63059,1.28213,0.54853,0.85034,0.004654,0.004654,0.004654
164,6132.46,1.03693,0.49622,0.83337,0.97765,0.95313,0.97696,0.62983,1.28213,0.53608,0.84997,0.004621,0.004621,0.004621
165,6169,1.05356,0.5005,0.83833,0.97066,0.96021,0.97458,0.62924,1.2883,0.54198,0.85132,0.004588,0.004588,0.004588
166,6205.61,1.0257,0.49677,0.8371,0.97121,0.95939,0.97325,0.62804,1.28544,0.54453,0.85013,0.004555,0.004555,0.004555
167,6242.2,1.03297,0.48985,0.83472,0.97314,0.94862,0.97151,0.62292,1.2854,0.53794,0.84986,0.004522,0.004522,0.004522
168,6278.94,1.02076,0.49229,0.83437,0.98327,0.94663,0.97473,0.63047,1.26384,0.53248,0.84758,0.004489,0.004489,0.004489
169,6315.28,1.01371,0.48923,0.83066,0.98492,0.9352,0.97213,0.6278,1.28192,0.54143,0.84868,0.004456,0.004456,0.004456
170,6352.06,1.0209,0.49666,0.83177,0.97974,0.9536,0.97347,0.62683,1.263,0.53404,0.84788,0.004423,0.004423,0.004423
171,6388.97,1.0135,0.50675,0.83442,0.9777,0.9466,0.97416,0.62743,1.27838,0.53974,0.84834,0.00439,0.00439,0.00439
172,6425.67,1.03658,0.50375,0.83328,0.96853,0.96064,0.97667,0.63434,1.27036,0.53184,0.84718,0.004357,0.004357,0.004357
173,6462.56,1.00238,0.49039,0.82794,0.96997,0.94884,0.97424,0.62914,1.27183,0.53324,0.84643,0.004324,0.004324,0.004324
174,6499,1.00132,0.48537,0.82958,0.96079,0.96136,0.97149,0.62412,1.28276,0.53733,0.85059,0.004291,0.004291,0.004291
175,6535.62,1.01106,0.48282,0.82557,0.98017,0.9489,0.97501,0.6325,1.26643,0.52825,0.84802,0.004258,0.004258,0.004258
176,6572.19,1.00511,0.48061,0.82855,0.96329,0.9579,0.97608,0.64652,1.26146,0.52312,0.84825,0.004225,0.004225,0.004225
177,6609.3,1.01343,0.49206,0.82793,0.98214,0.94617,0.97353,0.63604,1.2565,0.53518,0.84534,0.004192,0.004192,0.004192
178,6646.11,1.01636,0.50232,0.83266,0.97576,0.95081,0.97668,0.63842,1.25824,0.53098,0.8462,0.004159,0.004159,0.004159
179,6682.69,1.00387,0.49133,0.83201,0.97482,0.95441,0.97674,0.64457,1.23012,0.52404,0.84189,0.004126,0.004126,0.004126
180,6719.11,0.99817,0.47719,0.82508,0.97528,0.95699,0.97298,0.64023,1.24323,0.53307,0.84337,0.004093,0.004093,0.004093
181,6755.53,0.95977,0.4811,0.83021,0.97197,0.9473,0.9713,0.64283,1.24768,0.54807,0.84338,0.00406,0.00406,0.00406
182,6792.1,0.98698,0.48843,0.82932,0.96895,0.9546,0.97361,0.6347,1.24392,0.53306,0.84396,0.004027,0.004027,0.004027
183,6828.64,0.98446,0.47807,0.82393,0.97834,0.9491,0.97487,0.63509,1.25908,0.5279,0.84625,0.003994,0.003994,0.003994
184,6865.18,0.97434,0.48199,0.82582,0.96955,0.95269,0.97393,0.64144,1.25268,0.53634,0.84497,0.003961,0.003961,0.003961
185,6901.88,0.99558,0.48666,0.8244,0.97198,0.95499,0.97452,0.64325,1.25222,0.54116,0.84489,0.003928,0.003928,0.003928
186,6938.41,0.96092,0.46726,0.82294,0.96335,0.96565,0.97275,0.64128,1.24614,0.53209,0.84418,0.003895,0.003895,0.003895
187,6974.9,0.9818,0.46884,0.82275,0.9789,0.95186,0.97575,0.63976,1.24931,0.53427,0.84459,0.003862,0.003862,0.003862
188,7011.82,0.97136,0.47276,0.82453,0.96875,0.95536,0.97472,0.64352,1.24422,0.53428,0.84466,0.003829,0.003829,0.003829
189,7048.84,0.97301,0.48081,0.82793,0.96969,0.95934,0.97501,0.63767,1.25432,0.53457,0.84721,0.003796,0.003796,0.003796
190,7085.27,0.98874,0.48862,0.8269,0.97543,0.95156,0.97666,0.64684,1.22192,0.5247,0.84327,0.003763,0.003763,0.003763
191,7122.13,0.95204,0.4521,0.82594,0.97763,0.95221,0.97306,0.63917,1.23867,0.5324,0.84403,0.00373,0.00373,0.00373
192,7158.84,0.95075,0.46784,0.82681,0.96202,0.96269,0.97372,0.64077,1.23633,0.53186,0.84352,0.003697,0.003697,0.003697
