epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,5247.48,1.17462,0.55077,0.97275,0.9835,0.99017,0.98977,0.66538,1.09644,0.44771,0.89525,0.0064162,0.0064162,0.0064162
183,5303.22,1.16788,0.55109,0.96775,0.98269,0.9915,0.98971,0.66588,1.09569,0.44712,0.89517,0.0063964,0.0063964,0.0063964
184,5359.71,1.1767,0.55222,0.96762,0.98268,0.99157,0.98971,0.66524,1.09509,0.44772,0.89498,0.0063766,0.0063766,0.0063766
185,5417.83,1.15972,0.54569,0.96765,0.98344,0.99052,0.9898,0.66632,1.09434,0.44741,0.89479,0.0063568,0.0063568,0.0063568
186,5478.79,1.16559,0.54783,0.96978,0.98439,0.99076,0.98974,0.6671,1.0938,0.44847,0.89462,0.006337,0.006337,0.006337
187,5535.29,1.16167,0.5448,0.96586,0.98457,0.99053,0.98974,0.66816,1.09252,0.44803,0.89433,0.0063172,0.0063172,0.0063172
188,5592.05,1.16372,0.54591,0.96756,0.98455,0.99056,0.98963,0.66839,1.09193,0.44745,0.89405,0.0062974,0.0062974,0.0062974
189,5650.11,1.16377,0.54435,0.97096,0.98448,0.99059,0.98981,0.66871,1.0907,0.44668,0.89377,0.0062776,0.0062776,0.0062776
190,5709.47,1.15278,0.53964,0.96736,0.98431,0.99059,0.98974,0.6695,1.09014,0.44641,0.89355,0.0062578,0.0062578,0.0062578
191,5767.98,1.1482,0.53881,0.96188,0.98397,0.99107,0.98975,0.67024,1.08903,0.44644,0.89327,0.006238,0.006238,0.006238
192,5825.46,1.14869,0.54103,0.9649,0.98419,0.99081,0.98977,0.66994,1.08838,0.44568,0.89314,0.0062182,0.0062182,0.0062182
193,5881.77,1.15101,0.54413,0.96551,0.9841,0.9909,0.98981,0.67103,1.08743,0.44675,0.89284,0.0061984,0.0061984,0.0061984
194,5938.17,1.15155,0.54385,0.96469,0.98403,0.99137,0.98976,0.67139,1.08669,0.44587,0.89255,0.0061786,0.0061786,0.0061786
195,5996,1.14855,0.54117,0.96333,0.98406,0.9914,0.98986,0.67184,1.08601,0.44617,0.89228,0.0061588,0.0061588,0.0061588
196,6056.69,1.14314,0.54084,0.95741,0.98406,0.9914,0.98982,0.6716,1.08563,0.44552,0.89221,0.006139,0.006139,0.006139
197,6115.6,1.1352,0.53342,0.95412,0.98408,0.99142,0.98984,0.67247,1.08467,0.44559,0.89191,0.0061192,0.0061192,0.0061192
198,6173.02,1.13586,0.53388,0.95911,0.9845,0.99045,0.98977,0.67293,1.08428,0.44568,0.89172,0.0060994,0.0060994,0.0060994
199,6229.95,1.12764,0.53366,0.95795,0.98454,0.99043,0.98979,0.67263,1.0832,0.44424,0.89137,0.0060796,0.0060796,0.0060796
200,6289.83,1.13342,0.5311,0.95989,0.98456,0.99042,0.98991,0.67368,1.08255,0.44379,0.8912,0.0060598,0.0060598,0.0060598
201,6348.04,1.1348,0.53452,0.96072,0.98459,0.99041,0.98992,0.6735,1.08236,0.44409,0.89103,0.00604,0.00604,0.00604
202,6405.12,1.12412,0.52706,0.95888,0.98465,0.99039,0.9899,0.67377,1.08163,0.44276,0.89084,0.0060202,0.0060202,0.0060202
203,6462.24,1.13359,0.53708,0.96003,0.98463,0.99037,0.98996,0.67347,1.08069,0.44216,0.89058,0.0060004,0.0060004,0.0060004
204,6519.57,1.12409,0.53121,0.9527,0.98466,0.99037,0.98986,0.67378,1.07986,0.44259,0.89042,0.0059806,0.0059806,0.0059806
205,6577.73,1.11925,0.53292,0.9589,0.98464,0.99037,0.98994,0.67458,1.07908,0.44229,0.89013,0.0059608,0.0059608,0.0059608
206,6636.84,1.12732,0.54033,0.9573,0.9847,0.99037,0.98996,0.67486,1.07815,0.44187,0.88993,0.005941,0.005941,0.005941
207,6693.86,1.11929,0.52203,0.95517,0.98477,0.99039,0.98999,0.67607,1.07718,0.44089,0.88961,0.0059212,0.0059212,0.0059212
208,6750.29,1.1062,0.52252,0.95337,0.98476,0.99024,0.99003,0.67601,1.07641,0.44072,0.88926,0.0059014,0.0059014,0.0059014
209,6806.56,1.12145,0.52854,0.956,0.9848,0.99021,0.99001,0.67664,1.07538,0.44054,0.88902,0.0058816,0.0058816,0.0058816
210,6864.15,1.10992,0.5298,0.95648,0.98491,0.99018,0.99006,0.67748,1.07482,0.43949,0.88887,0.0058618,0.0058618,0.0058618
211,6924,1.12153,0.5282,0.95537,0.98476,0.99031,0.98997,0.67764,1.0739,0.43878,0.8886,0.005842,0.005842,0.005842
212,6981.31,1.10395,0.52217,0.95135,0.98523,0.99003,0.99008,0.67761,1.07319,0.43853,0.8882,0.0058222,0.0058222,0.0058222
213,7039.01,1.10268,0.52381,0.95265,0.98524,0.99005,0.99013,0.67712,1.07226,0.43826,0.888,0.0058024,0.0058024,0.0058024
214,7095.78,1.10148,0.51945,0.95219,0.98577,0.99053,0.99093,0.67769,1.07165,0.43757,0.88778,0.0057826,0.0057826,0.0057826
215,7155.3,1.09594,0.52067,0.94536,0.98526,0.99004,0.99009,0.67769,1.07078,0.43754,0.88742,0.0057628,0.0057628,0.0057628
216,7213.35,1.10179,0.51933,0.94673,0.98529,0.99005,0.9901,0.67811,1.07038,0.43809,0.88725,0.005743,0.005743,0.005743
217,7270.05,1.10143,0.51723,0.95359,0.98531,0.99002,0.99011,0.67853,1.06948,0.43783,0.88703,0.0057232,0.0057232,0.0057232
218,7326.55,1.10455,0.5189,0.95288,0.9853,0.99003,0.99017,0.67861,1.06877,0.43762,0.88686,0.0057034,0.0057034,0.0057034
219,7382.92,1.09866,0.52146,0.95132,0.98538,0.99002,0.99028,0.67924,1.06825,0.43743,0.8866,0.0056836,0.0056836,0.0056836
220,7441.56,1.10464,0.5213,0.94895,0.98535,0.9901,0.99025,0.67982,1.06762,0.43738,0.88648,0.0056638,0.0056638,0.0056638
221,7499.2,1.0921,0.51649,0.94594,0.9854,0.99012,0.99025,0.68063,1.06696,0.43692,0.88619,0.005644,0.005644,0.005644
222,7554.93,1.09231,0.51854,0.94952,0.98549,0.99009,0.99022,0.68128,1.06632,0.43621,0.88605,0.0056242,0.0056242,0.0056242
223,7612.84,1.08676,0.51353,0.94398,0.98554,0.99006,0.99027,0.68149,1.06528,0.43577,0.88572,0.0056044,0.0056044,0.0056044
224,7669.43,1.09106,0.52104,0.94748,0.98556,0.9901,0.99029,0.68181,1.06433,0.43574,0.88558,0.0055846,0.0055846,0.0055846
225,7727.48,1.0917,0.51837,0.94717,0.98556,0.9901,0.99024,0.68291,1.06381,0.43566,0.88519,0.0055648,0.0055648,0.0055648
226,7787.99,1.08377,0.51474,0.9428,0.98553,0.99013,0.99033,0.68312,1.06303,0.43519,0.88485,0.005545,0.005545,0.005545
227,7844.69,1.08091,0.51554,0.94683,0.98553,0.99015,0.99031,0.68356,1.06191,0.43441,0.88468,0.0055252,0.0055252,0.0055252
228,7901.62,1.07541,0.51058,0.94292,0.98557,0.99013,0.99032,0.68356,1.06139,0.43404,0.88455,0.0055054,0.0055054,0.0055054
229,7958.18,1.08195,0.51543,0.94539,0.9856,0.99016,0.99033,0.68387,1.06037,0.43361,0.88434,0.0054856,0.0054856,0.0054856
230,8016.02,1.07986,0.51228,0.94364,0.98614,0.99067,0.99088,0.68463,1.05918,0.43341,0.88401,0.0054658,0.0054658,0.0054658
231,8075.85,1.08535,0.51375,0.94532,0.98616,0.99068,0.99094,0.68506,1.05808,0.43298,0.88366,0.005446,0.005446,0.005446
232,8131.55,1.08382,0.51417,0.9462,0.98621,0.99071,0.99084,0.68479,1.05703,0.43306,0.88325,0.0054262,0.0054262,0.0054262
233,8188.57,1.07427,0.51175,0.94263,0.98622,0.99073,0.99083,0.68448,1.05616,0.43264,0.88303,0.0054064,0.0054064,0.0054064
234,8244.8,1.07981,0.50971,0.94612,0.98624,0.99076,0.9908,0.68564,1.05576,0.43234,0.88282,0.0053866,0.0053866,0.0053866
235,8302.11,1.07699,0.51259,0.94244,0.98599,0.991,0.9906,0.68573,1.05512,0.43195,0.88253,0.0053668,0.0053668,0.0053668
236,8360.22,1.06683,0.51459,0.94131,0.98605,0.99101,0.99067,0.6867,1.05415,0.43138,0.88233,0.005347,0.005347,0.005347
237,8417.62,1.06884,0.51007,0.93923,0.98607,0.99103,0.99065,0.68758,1.05336,0.43183,0.88199,0.0053272,0.0053272,0.0053272
238,8474.43,1.06846,0.5048,0.94111,0.98613,0.99097,0.9907,0.68726,1.0523,0.43091,0.88159,0.0053074,0.0053074,0.0053074
239,8534.59,1.06244,0.50523,0.93739,0.98651,0.99127,0.99068,0.68813,1.05135,0.43053,0.88131,0.0052876,0.0052876,0.0052876
240,8593.68,1.07073,0.50917,0.938,0.98651,0.99128,0.99072,0.68755,1.05058,0.43011,0.88113,0.0052678,0.0052678,0.0052678
241,8650.74,1.06573,0.5113,0.93932,0.9865,0.9913,0.99072,0.68801,1.04937,0.42948,0.88085,0.005248,0.005248,0.005248
242,8708.88,1.05084,0.50022,0.93475,0.98648,0.99128,0.99075,0.6883,1.04867,0.42845,0.88073,0.0052282,0.0052282,0.0052282
243,8767.36,1.05946,0.50351,0.93863,0.98647,0.99131,0.99076,0.68856,1.04766,0.4278,0.88057,0.0052084,0.0052084,0.0052084
244,8826.36,1.05406,0.49899,0.93936,0.98647,0.99133,0.99072,0.68998,1.04645,0.42748,0.88023,0.0051886,0.0051886,0.0051886
245,8883.54,1.06281,0.50266,0.93685,0.98646,0.99139,0.99073,0.6902,1.04512,0.42808,0.87991,0.0051688,0.0051688,0.0051688
246,8941.3,1.05251,0.49841,0.93662,0.98645,0.99137,0.99074,0.68968,1.04448,0.42711,0.8796,0.005149,0.005149,0.005149
247,9001.13,1.05412,0.50357,0.93877,0.98642,0.99144,0.99082,0.69086,1.04348,0.42696,0.87934,0.0051292,0.0051292,0.0051292
248,9060.72,1.04346,0.49782,0.93464,0.98642,0.99144,0.99077,0.69161,1.04195,0.42693,0.87903,0.0051094,0.0051094,0.0051094
249,9117.74,1.04835,0.50088,0.93683,0.98592,0.99091,0.99037,0.69143,1.0411,0.42619,0.87875,0.0050896,0.0050896,0.0050896
250,9173.96,1.04784,0.5004,0.93644,0.98589,0.99094,0.99038,0.69111,1.04044,0.42593,0.87851,0.0050698,0.0050698,0.0050698
251,9234.35,1.04364,0.4971,0.93215,0.98579,0.99097,0.99041,0.69216,1.03934,0.42549,0.87832,0.00505,0.00505,0.00505
252,9292.08,1.0403,0.49645,0.93351,0.98572,0.99099,0.99042,0.69254,1.03877,0.42524,0.87805,0.0050302,0.0050302,0.0050302
253,9348.5,1.04257,0.49789,0.93338,0.98628,0.99145,0.99081,0.69331,1.03779,0.42506,0.8778,0.0050104,0.0050104,0.0050104
254,9405.78,1.04132,0.49382,0.93328,0.98627,0.99146,0.99086,0.69352,1.03666,0.42448,0.87758,0.0049906,0.0049906,0.0049906
255,9462.35,1.03541,0.49242,0.93359,0.98572,0.99095,0.99047,0.69469,1.03623,0.42385,0.8774,0.0049708,0.0049708,0.0049708
256,9522.69,1.0365,0.50034,0.93119,0.98568,0.99094,0.99042,0.69443,1.03515,0.42294,0.87715,0.004951,0.004951,0.004951
257,9579.69,1.03563,0.49849,0.9301,0.98568,0.99095,0.99043,0.69552,1.03398,0.42295,0.87673,0.0049312,0.0049312,0.0049312
258,9636.05,1.03216,0.49325,0.93189,0.98564,0.99096,0.9905,0.69612,1.03313,0.42272,0.87661,0.0049114,0.0049114,0.0049114
259,9693.08,1.03319,0.49503,0.93373,0.98562,0.99089,0.99047,0.69682,1.03243,0.42215,0.87638,0.0048916,0.0048916,0.0048916
260,9751.52,1.03382,0.49271,0.93026,0.98562,0.99087,0.99051,0.69641,1.03153,0.42271,0.87601,0.0048718,0.0048718,0.0048718
261,9810.31,1.02833,0.49518,0.92838,0.98559,0.99088,0.9905,0.69639,1.03068,0.42279,0.87592,0.004852,0.004852,0.004852
262,9867.25,1.02274,0.48751,0.92836,0.98559,0.99093,0.99062,0.69669,1.02955,0.42217,0.87559,0.0048322,0.0048322,0.0048322
263,9924.54,1.03795,0.49592,0.93596,0.98557,0.9909,0.99055,0.69755,1.02828,0.42237,0.87533,0.0048124,0.0048124,0.0048124
264,9980.84,1.01749,0.48149,0.92625,0.98555,0.99084,0.99057,0.69786,1.02729,0.4223,0.8751,0.0047926,0.0047926,0.0047926
265,10039.7,1.01372,0.48639,0.92601,0.98553,0.99076,0.99062,0.69802,1.02652,0.42235,0.87475,0.0047728,0.0047728,0.0047728
266,10097.7,1.02275,0.48651,0.92967,0.98554,0.9907,0.99066,0.69823,1.02567,0.42282,0.87447,0.004753,0.004753,0.004753
267,10154.4,1.02044,0.48844,0.92674,0.98562,0.9906,0.99068,0.6985,1.02492,0.42292,0.87427,0.0047332,0.0047332,0.0047332
268,10211.8,1.0146,0.48484,0.92872,0.98568,0.99056,0.99063,0.69981,1.02395,0.42223,0.87399,0.0047134,0.0047134,0.0047134
269,10271.6,1.01326,0.48278,0.92822,0.98572,0.99052,0.99066,0.69932,1.0229,0.42174,0.87369,0.0046936,0.0046936,0.0046936
270,10330.3,1.00581,0.48717,0.92228,0.98576,0.99049,0.9907,0.69985,1.02194,0.42182,0.8734,0.0046738,0.0046738,0.0046738
271,10387.9,1.01563,0.4903,0.92506,0.98588,0.9904,0.99069,0.70052,1.02068,0.42092,0.87307,0.004654,0.004654,0.004654
272,10445,1.01097,0.49002,0.92728,0.98588,0.99045,0.99065,0.70036,1.01949,0.42131,0.87279,0.0046342,0.0046342,0.0046342
273,10502.5,1.0135,0.4838,0.9234,0.98588,0.9905,0.99071,0.7008,1.01836,0.42105,0.87255,0.0046144,0.0046144,0.0046144
274,10560.1,1.00927,0.47922,0.92211,0.98646,0.98953,0.99071,0.70144,1.0172,0.4209,0.8722,0.0045946,0.0045946,0.0045946
275,10616.2,1.00447,0.48088,0.92266,0.98648,0.98932,0.99073,0.7016,1.01615,0.42023,0.87195,0.0045748,0.0045748,0.0045748
276,10672.6,0.99937,0.47489,0.92261,0.98664,0.98929,0.99072,0.70211,1.01498,0.41994,0.87155,0.004555,0.004555,0.004555
277,10732.2,1.00554,0.48317,0.92303,0.98715,0.98975,0.99073,0.7019,1.01341,0.41946,0.8712,0.0045352,0.0045352,0.0045352
278,10788.8,0.99714,0.47886,0.92408,0.98715,0.98978,0.99074,0.70266,1.01303,0.41928,0.87115,0.0045154,0.0045154,0.0045154
279,10845.4,0.99471,0.47681,0.92401,0.98717,0.98976,0.99072,0.70321,1.012,0.41915,0.87088,0.0044956,0.0044956,0.0044956
280,10902,0.99512,0.48036,0.92009,0.98718,0.9898,0.99071,0.70316,1.01065,0.41926,0.87051,0.0044758,0.0044758,0.0044758
281,10958.4,1.00418,0.48048,0.92489,0.98715,0.98983,0.99072,0.70359,1.00921,0.41901,0.87009,0.004456,0.004456,0.004456
282,11014.5,0.99231,0.48062,0.91962,0.98717,0.98983,0.99071,0.70372,1.0083,0.41962,0.8697,0.0044362,0.0044362,0.0044362
283,11071.6,0.98968,0.47695,0.91913,0.98717,0.98979,0.99077,0.70438,1.0074,0.4195,0.8696,0.0044164,0.0044164,0.0044164
284,11127.6,1.00543,0.48894,0.927,0.9872,0.98979,0.99075,0.70463,1.00604,0.41917,0.86932,0.0043966,0.0043966,0.0043966
285,11183.2,0.99555,0.48117,0.92158,0.98722,0.98981,0.99079,0.70493,1.00523,0.41879,0.86899,0.0043768,0.0043768,0.0043768
286,11239.2,0.99046,0.47273,0.91998,0.98675,0.99072,0.99079,0.70523,1.00402,0.41891,0.86859,0.004357,0.004357,0.004357
287,11296.6,0.98794,0.47465,0.92413,0.98677,0.99073,0.99085,0.70613,1.0032,0.4186,0.86839,0.0043372,0.0043372,0.0043372
288,11353.6,0.98993,0.47771,0.91909,0.98674,0.99076,0.99087,0.70685,1.00162,0.41854,0.86798,0.0043174,0.0043174,0.0043174
289,11410.7,0.98984,0.47492,0.92323,0.98675,0.99075,0.9909,0.70798,1.00077,0.41854,0.86785,0.0042976,0.0042976,0.0042976
290,11468,0.98712,0.47212,0.91882,0.98675,0.99077,0.99095,0.70801,0.99979,0.41885,0.86746,0.0042778,0.0042778,0.0042778
291,11526.8,0.9797,0.47145,0.91693,0.9867,0.99085,0.99095,0.70857,0.99874,0.41809,0.86706,0.004258,0.004258,0.004258
292,11584,0.98927,0.47795,0.91727,0.98667,0.99087,0.991,0.70976,0.99789,0.41799,0.86704,0.0042382,0.0042382,0.0042382
293,11640.1,0.98296,0.47939,0.91699,0.98666,0.99091,0.99101,0.7103,0.99703,0.41808,0.86674,0.0042184,0.0042184,0.0042184
294,11696.2,0.97565,0.46802,0.91445,0.98662,0.99096,0.99101,0.71007,0.99614,0.41793,0.86644,0.0041986,0.0041986,0.0041986
295,11754.9,0.97792,0.46554,0.91428,0.98658,0.991,0.99107,0.71037,0.99541,0.41762,0.86626,0.0041788,0.0041788,0.0041788
296,11813.3,0.97232,0.46997,0.91211,0.98659,0.99096,0.99106,0.71108,0.99419,0.41784,0.86593,0.004159,0.004159,0.004159
297,11869.4,0.96841,0.46458,0.91501,0.98657,0.99097,0.99104,0.71151,0.99294,0.41716,0.86551,0.0041392,0.0041392,0.0041392
298,11925.6,0.96766,0.46416,0.91553,0.98652,0.99098,0.99111,0.71122,0.99177,0.41675,0.86519,0.0041194,0.0041194,0.0041194
299,11984.3,0.9657,0.46714,0.91397,0.98653,0.99096,0.99112,0.71131,0.99042,0.41667,0.86491,0.0040996,0.0040996,0.0040996
300,12041.8,0.96531,0.46717,0.91545,0.9865,0.99099,0.99115,0.71168,0.98996,0.41642,0.86466,0.0040798,0.0040798,0.0040798
301,12097.7,0.96932,0.46828,0.91727,0.98644,0.991,0.99119,0.71224,0.98845,0.41597,0.86427,0.00406,0.00406,0.00406
302,12155.1,0.97302,0.47246,0.91295,0.98641,0.99101,0.99119,0.71265,0.98757,0.41594,0.86399,0.0040402,0.0040402,0.0040402
303,12212.8,0.95799,0.46981,0.91433,0.98689,0.98938,0.99118,0.7127,0.98661,0.41621,0.86374,0.0040204,0.0040204,0.0040204
304,12268.8,0.96264,0.46667,0.91085,0.98689,0.98936,0.99118,0.71327,0.9855,0.41533,0.86349,0.0040006,0.0040006,0.0040006
305,12324.4,0.96652,0.46897,0.91463,0.98709,0.98918,0.99125,0.71399,0.98473,0.41538,0.8633,0.0039808,0.0039808,0.0039808
306,12383,0.96058,0.46099,0.90976,0.98721,0.98915,0.99128,0.71376,0.98394,0.41424,0.86313,0.003961,0.003961,0.003961
307,12438.4,0.95741,0.46543,0.91062,0.98732,0.98909,0.99128,0.71398,0.98251,0.41367,0.8628,0.0039412,0.0039412,0.0039412
308,12494.7,0.95448,0.45972,0.90893,0.98765,0.98903,0.99128,0.71502,0.98172,0.41335,0.86259,0.0039214,0.0039214,0.0039214
309,12552.5,0.95733,0.46282,0.91127,0.98765,0.98902,0.99126,0.71444,0.98104,0.41309,0.86226,0.0039016,0.0039016,0.0039016
310,12609.3,0.95023,0.4605,0.90989,0.98765,0.98891,0.9913,0.71516,0.98017,0.41236,0.8619,0.0038818,0.0038818,0.0038818
311,12666,0.94411,0.45233,0.90767,0.98773,0.98887,0.99127,0.71518,0.97945,0.41171,0.86174,0.003862,0.003862,0.003862
312,12722.3,0.94093,0.45759,0.90837,0.98791,0.98849,0.99127,0.71556,0.97816,0.41159,0.86153,0.0038422,0.0038422,0.0038422
313,12781,0.95127,0.46327,0.90821,0.98841,0.98896,0.99168,0.715,0.97738,0.41148,0.8612,0.0038224,0.0038224,0.0038224
314,12837.8,0.94751,0.45335,0.90748,0.98842,0.98886,0.99166,0.71553,0.97627,0.41116,0.86095,0.0038026,0.0038026,0.0038026
315,12893.6,0.94735,0.45919,0.90827,0.9876,0.98956,0.99164,0.71653,0.97558,0.4109,0.86062,0.0037828,0.0037828,0.0037828
316,12952.5,0.94534,0.4577,0.90882,0.98757,0.98956,0.9917,0.71657,0.97469,0.41069,0.86032,0.003763,0.003763,0.003763
317,13009.1,0.95097,0.46437,0.91261,0.98756,0.98957,0.99172,0.71717,0.97401,0.41052,0.86013,0.0037432,0.0037432,0.0037432
318,13065.7,0.94389,0.45809,0.90619,0.98756,0.98959,0.99168,0.7176,0.97299,0.41018,0.85984,0.0037234,0.0037234,0.0037234
319,13125.2,0.93563,0.45288,0.90739,0.98707,0.99007,0.99172,0.71833,0.97227,0.4098,0.85966,0.0037036,0.0037036,0.0037036
320,13180.9,0.94823,0.4602,0.90961,0.98702,0.99008,0.99175,0.71837,0.97134,0.40983,0.85946,0.0036838,0.0036838,0.0036838
321,13236.4,0.93874,0.45586,0.90937,0.98649,0.98958,0.99139,0.71818,0.97041,0.41009,0.85924,0.003664,0.003664,0.003664
322,13292.8,0.93773,0.45261,0.90724,0.98647,0.9896,0.99136,0.71907,0.96899,0.40947,0.85886,0.0036442,0.0036442,0.0036442
323,13347.8,0.93561,0.45395,0.90406,0.98647,0.98961,0.9914,0.71973,0.96817,0.40922,0.85867,0.0036244,0.0036244,0.0036244
324,13403.9,0.93909,0.45672,0.90815,0.98647,0.98959,0.99142,0.72008,0.96729,0.40889,0.85845,0.0036046,0.0036046,0.0036046
325,13460.7,0.92877,0.45441,0.90245,0.98646,0.98962,0.99138,0.72059,0.96673,0.40876,0.85829,0.0035848,0.0035848,0.0035848
326,13516.1,0.92799,0.45048,0.90047,0.98645,0.98961,0.99139,0.7216,0.96571,0.40797,0.85788,0.003565,0.003565,0.003565
327,13572.3,0.93196,0.45228,0.90476,0.98645,0.98966,0.99142,0.72242,0.96472,0.40827,0.85776,0.0035452,0.0035452,0.0035452
328,13629.8,0.93223,0.45637,0.90625,0.98644,0.98963,0.99139,0.7216,0.96383,0.40676,0.85753,0.0035254,0.0035254,0.0035254
329,13684.8,0.92218,0.44937,0.90014,0.98646,0.9896,0.99144,0.72159,0.96282,0.40624,0.85714,0.0035056,0.0035056,0.0035056
330,13739.8,0.91608,0.44551,0.90059,0.98645,0.9896,0.99145,0.72171,0.96185,0.40545,0.85697,0.0034858,0.0034858,0.0034858
331,13796.5,0.92627,0.44847,0.90041,0.98647,0.98961,0.99144,0.72157,0.96102,0.40522,0.8567,0.003466,0.003466,0.003466
332,13854.1,0.92226,0.44894,0.90232,0.98648,0.98962,0.99143,0.72189,0.95977,0.40441,0.8564,0.0034462,0.0034462,0.0034462
333,13908.9,0.91182,0.44317,0.90303,0.98649,0.98962,0.99148,0.72221,0.9588,0.40393,0.85616,0.0034264,0.0034264,0.0034264
334,13963.6,0.91865,0.45026,0.90388,0.9865,0.98961,0.99144,0.72211,0.95821,0.40385,0.85602,0.0034066,0.0034066,0.0034066
335,14019.4,0.91805,0.44599,0.90038,0.98648,0.98963,0.99147,0.72249,0.95729,0.40311,0.85585,0.0033868,0.0033868,0.0033868
336,14074.9,0.91742,0.4516,0.90467,0.98648,0.98964,0.99146,0.72278,0.95675,0.40221,0.85556,0.003367,0.003367,0.003367
337,14131.9,0.9207,0.44591,0.90358,0.98644,0.9896,0.9915,0.72333,0.95579,0.40178,0.85542,0.0033472,0.0033472,0.0033472
338,14189.1,0.91145,0.44213,0.90074,0.98642,0.9896,0.9915,0.72368,0.95505,0.40156,0.85526,0.0033274,0.0033274,0.0033274
339,14246.2,0.91385,0.44077,0.9007,0.98646,0.98952,0.99149,0.72411,0.95416,0.40059,0.85505,0.0033076,0.0033076,0.0033076
340,14303.3,0.906,0.44142,0.89926,0.98668,0.98913,0.99151,0.72458,0.9528,0.40011,0.85471,0.0032878,0.0032878,0.0032878
341,14359,0.90628,0.44233,0.89897,0.98664,0.98924,0.99151,0.72438,0.95215,0.39935,0.85452,0.003268,0.003268,0.003268
342,14416,0.90737,0.44551,0.90114,0.98669,0.98919,0.99151,0.72455,0.95131,0.39898,0.8544,0.0032482,0.0032482,0.0032482
343,14471.5,0.89739,0.44298,0.89621,0.98673,0.98921,0.99155,0.72484,0.95005,0.39822,0.85405,0.0032284,0.0032284,0.0032284
344,14527.5,0.90545,0.44685,0.89738,0.98678,0.98919,0.99157,0.72552,0.949,0.39805,0.85385,0.0032086,0.0032086,0.0032086
345,14585.2,0.90062,0.44315,0.89389,0.98672,0.98922,0.99157,0.72598,0.94834,0.39768,0.85378,0.0031888,0.0031888,0.0031888
346,14641.5,0.90198,0.44267,0.89796,0.9867,0.98929,0.99155,0.72657,0.94769,0.39788,0.85357,0.003169,0.003169,0.003169
347,14698.2,0.89084,0.43306,0.89405,0.98667,0.98942,0.99157,0.72695,0.94693,0.39753,0.85339,0.0031492,0.0031492,0.0031492
348,14754.4,0.89941,0.43832,0.89774,0.98661,0.98948,0.99162,0.72759,0.94605,0.39701,0.85307,0.0031294,0.0031294,0.0031294
349,14809.8,0.89358,0.43972,0.89331,0.98656,0.9896,0.99165,0.72698,0.94506,0.39715,0.85287,0.0031096,0.0031096,0.0031096
350,14864.9,0.89042,0.43744,0.89506,0.9865,0.98968,0.99168,0.72797,0.94454,0.39717,0.85268,0.0030898,0.0030898,0.0030898
351,14922.5,0.89655,0.4363,0.89334,0.98628,0.99008,0.99164,0.72812,0.9438,0.39718,0.85258,0.00307,0.00307,0.00307
352,14978.2,0.88845,0.43398,0.89505,0.98636,0.99003,0.99163,0.72849,0.94284,0.39732,0.85233,0.0030502,0.0030502,0.0030502
353,15033.2,0.89575,0.43468,0.89527,0.9864,0.99001,0.9917,0.72847,0.94214,0.39725,0.85202,0.0030304,0.0030304,0.0030304
354,15090.3,0.88397,0.43052,0.89345,0.98648,0.98992,0.9917,0.72939,0.94113,0.39755,0.85184,0.0030106,0.0030106,0.0030106
355,15145.6,0.89332,0.43901,0.89477,0.98658,0.98985,0.99171,0.72944,0.9402,0.3973,0.85156,0.0029908,0.0029908,0.0029908
356,15201.3,0.87967,0.43396,0.89183,0.98656,0.98983,0.99172,0.72946,0.9391,0.39721,0.85131,0.002971,0.002971,0.002971
357,15256.8,0.87967,0.43366,0.89013,0.98669,0.98974,0.99175,0.73002,0.93819,0.39722,0.85111,0.0029512,0.0029512,0.0029512
358,15311.7,0.89434,0.43516,0.89239,0.98702,0.98962,0.99177,0.7301,0.9371,0.39625,0.85088,0.0029314,0.0029314,0.0029314
359,15367.7,0.87886,0.42998,0.89332,0.98724,0.98942,0.99177,0.73069,0.93635,0.39633,0.85059,0.0029116,0.0029116,0.0029116
360,15422.7,0.87579,0.43086,0.89156,0.98968,0.98739,0.99183,0.73082,0.93557,0.39616,0.85045,0.0028918,0.0028918,0.0028918
361,15477.7,0.87796,0.4298,0.89079,0.9897,0.98727,0.99183,0.73111,0.9341,0.39648,0.85015,0.002872,0.002872,0.002872
362,15533.1,0.87637,0.42966,0.89093,0.98734,0.98928,0.9918,0.73212,0.93351,0.39616,0.84989,0.0028522,0.0028522,0.0028522
363,15587.7,0.86998,0.42839,0.89104,0.98736,0.98929,0.99177,0.7322,0.93269,0.39662,0.84985,0.0028324,0.0028324,0.0028324
364,15645.1,0.87902,0.43626,0.89205,0.99006,0.98661,0.99178,0.73286,0.93169,0.39585,0.84971,0.0028126,0.0028126,0.0028126
365,15702.5,0.87331,0.42712,0.8894,0.98979,0.98671,0.9918,0.73359,0.93105,0.39586,0.8496,0.0027928,0.0027928,0.0027928
366,15757.7,0.87039,0.42915,0.89002,0.98972,0.98676,0.99184,0.73397,0.92988,0.39659,0.84934,0.002773,0.002773,0.002773
367,15814.5,0.86821,0.4237,0.88891,0.98967,0.98681,0.9918,0.7338,0.92955,0.39659,0.8493,0.0027532,0.0027532,0.0027532
368,15869.5,0.87006,0.4272,0.88652,0.98961,0.98685,0.99182,0.73436,0.92847,0.39656,0.84902,0.0027334,0.0027334,0.0027334
